tract,Name,Household_Income_at_Age_35_rH_gM_p25
34013015700,"Bloomfield, NJ",37485
8031006811,"Southeast, Denver, CO",37485
48061010800,"Harlingen, TX",37485
6007000601,"Chico, CA",37483
12071010410,"Pelican, Cape Coral, FL",37483
6019007902,"Coalinga, CA",37481
48061012900,"Brownsville, TX",37480
17089854002,"Montgomery, IL",37480
48201250701,"Atascocita, TX",37480
48227950400,"Big Spring, TX",37480
6013324002,"Pleasant Hill, CA",37479
41005023800,"Canby, OR",37478
18087970100,"Lagrange County, IN",37478
13067030312,"Marietta, GA",37477
48085031632,"Chase Oaks, Plano, TX",37477
48219950400,"Levelland, TX",37475
48253020300,"Hamlin, TX",37475
6059021826,"Yorba Linda, CA",37474
6059075505,"Tustin, CA",37472
17097864203,"McHenry, IL",37470
36119006500,"New Rochelle, NY",37470
6001436100,"San Lorenzo, CA",37470
26017280600,"Bay City, MI",37469
34003048100,"River Edge, NJ",37469
4013318501,"Tempe, AZ",37469
48201410800,"Montrose, Houston, TX",37468
53067012411,"Yelm, WA",37468
32003000203,"Rancho Manor, Las Vegas, NV",37467
6099000601,"Modesto, CA",37467
15009031101,"Kahului, HI",37467
6037311600,"Burbank, CA",37467
48029172007,"Far West Side, San Antonio, TX",37466
36059405000,"Elmont, NY",37466
53033027000,"Highline, Seattle, WA",37466
34003023501,"Hackensack, NJ",37465
17161020800,"East Moline, IL",37464
48479000105,"Eastern Division, Laredo, TX",37464
12057012504,"Plant City, FL",37462
6065042009,"Perris, CA",37462
18089041900,"Hobart, IN",37462
17031813000,"Oak Park, IL",37461
17031050200,"North Center, Chicago, IL",37459
36047019600,"Kings County, NY",37458
36071010300,"Newburgh, NY",37457
34017011100,"Constable Hook, Bayonne, NJ",37455
12101032014,"Oak Grove, Lutz, FL",37454
6079010503,"Morro Bay, CA",37454
6037481604,"Alhambra, CA",37453
48439113921,"Fort Worth, TX",37453
12011110321,"Miramar, FL",37452
12086010001,"Miami Gardens, FL",37452
8059009824,"West Westminster, Westminster, CO",37451
6037550100,"Norwalk, CA",37451
16051960100,"Terreton, ID",37451
11001001804,"Brightwood, Washington, DC",37451
6047002302,"Los Banos, CA",37451
8005081200,"Sable Ridge, Aurora, CO",37450
6085505100,"North San Jose, San Jose, CA",37450
6037533503,"Huntington Park, CA",37450
6109001200,"Sonora, CA",37447
6037543000,"Compton, CA",37447
6065043818,"Beaumont, CA",37447
6073016504,"El Cajon, CA",37446
6029006403,"Lamont, CA",37446
48141010303,"Pebble Hills Park, El Paso, TX",37443
51013102902,"Shirlington, Arlington, VA",37443
48121021745,"Lewisville, TX",37442
48215021303,"Pharr, TX",37441
36047013200,"Kings County, NY",37439
12086000125,"Sunny Isles Beach, FL",37439
6029003113,"Bakersfield, CA",37437
36061016800,"Upper Manhattan, New York, NY",37437
6037554405,"Bellflower, CA",37434
6085501800,"Willow Glen, San Jose, CA",37434
6037553200,"Bellflower, CA",37434
51059492400,"Springfield, VA",37433
6053012000,"Pacific Grove, CA",37432
6073017010,"Poway, CA",37432
48201221300,"North Houston, Houston, TX",37431
11001004902,"Downtown, Washington, DC",37427
48141010326,"Sandy Creek, El Paso, TX",37426
12011020409,"Tamarac, FL",37426
53073000700,"Roosevelt, Bellingham, WA",37425
6037401312,"Bonita, San Dimas, CA",37424
48209010905,"Kyle, TX",37420
34017010700,"Constable Hook, Bayonne, NJ",37420
36081055700,"Queens County, NY",37420
12099007202,"Boca Raton, FL",37419
6077005209,"Tracy, CA",37414
6037123301,"North Hollywood, Los Angeles, CA",37413
51810044807,"Northeast Virginia Beach, Virginia Beach, VA",37413
48061012101,"San Benito, TX",37412
48085031627,"Stone Creek, Plano, TX",37411
17031805112,"Des Plaines, IL",37410
6097151309,"Santa Rosa, CA",37407
6037601211,"Inglewood, CA",37406
48187210506,"Kingsbury, TX",37405
53033023300,"West Lake Sammamish, Bellevue, WA",37404
18113972200,"Ligonier, IN",37404
48187210604,"Cibolo, TX",37403
6059042326,"Laguna Niguel, CA",37403
35045000401,"Farmington, NM",37402
51153900203,"Woodbridge, VA",37402
6037301900,"Downtown, Glendale, CA",37400
34017016900,"Union City, NJ",37400
25017353200,"Cambridgeport, Cambridge, MA",37399
48355003602,"Northwest Corpus Christi, Corpus Christi, TX",37398
31111959900,"North Platte, NE",37398
6037432902,"Rosemead, CA",37396
6071000107,"Chino Hills, CA",37396
32003005805,"Canyon Gate, Las Vegas, NV",37394
8123001905,"Fort Lupton, CO",37393
48141010343,"Horizon City, TX",37392
48249950600,"Alice, TX",37392
51013101701,"Radnor - Fort Myer Heights, Arlington, VA",37390
36071010600,"Walden, NY",37389
6037213202,"Central LA, Los Angeles, CA",37389
6037430801,"Arcadia, CA",37389
36047022600,"Kings County, NY",37389
36055005800,"Beechwood, Rochester, NY",37387
48201311100,"Greater East End, Houston, TX",37387
48479000106,"Eastern Division, Laredo, TX",37386
6059011403,"Fullerton, CA",37385
17089850106,"Kane County, IL",37383
12011020325,"Coral Springs, FL",37383
51059430901,"West Springfield, VA",37381
6095252315,"Fairfield, CA",37380
17043844306,"Villa Park, IL",37380
6071007305,"North Central, Loma Linda, CA",37379
6029004902,"Delano, CA",37376
48005000700,"Downtown, Lufkin, TX",37376
34023003700,"Carteret, NJ",37374
12086009024,"Miami, FL",37373
17031804701,"Hoffman Estates, IL",37373
34039031903,"Elizabeth, NJ",37371
26005032402,"Holland, MI",37371
36027190102,"Wappingers Falls, NY",37371
17089851400,"Elgin National Watch Historic District, Elgin, IL",37369
12086013900,"Hialeah Gardens, FL",37368
17097861106,"Grayslake, IL",37368
12095016716,"Orlando, FL",37367
26163524900,"Delray, Detroit, MI",37366
36071010101,"Wallkill, NY",37366
8031006814,"Southeast, Denver, CO",37366
6073001600,"Corridor, San Diego, CA",37363
4027011000,"Yuma, AZ",37363
37119001914,"East Forest, Charlotte, NC",37363
6037540700,"South Los Angeles, Los Angeles, CA",37362
6037310601,"Burbank, CA",37360
6085503121,"South San Jose, San Jose, CA",37358
48141010409,"Socorro, TX",37358
48201433400,"Westside, Houston, TX",37356
17097861504,"Waukegan, IL",37355
48439105513,"Fort Worth, TX",37354
36061028700,"Fort George, New York, NY",37353
36103159511,"Mastic, NY",37352
8123001100,"Greeley, CO",37351
34017002800,"McGinley Square, Jersey City, NJ",37350
9009352500,"Waterbury, CT",37350
6013337200,"Concord, CA",37350
48439113906,"Southlake, TX",37348
48121020307,"Trophy Club, TX",37348
6037234901,"Park Mesa Heights, Los Angeles, CA",37345
6037501700,"East Whitter, Whittier, CA",37345
53053062400,"South End, Tacoma, WA",37344
48201454200,"Houston, TX",37341
6037572100,"Wrigley, Long Beach, CA",37341
41051009101,"Centennial, Portland, OR",37341
6037535605,"South Gate, CA",37341
6065041407,"La Sierra, Riverside, CA",37340
17043841503,"West Chicago, IL",37340
25027757100,"Southbridge, MA",37339
41067031606,"Cooper Mountain - Aloha North, Aloha, OR",37339
48141000206,"Northeast El Paso, El Paso, TX",37338
42101029000,"North Philadelphia, Philadelphia, PA",37336
6037310900,"Burbank, CA",37336
22033004009,"Baton Rouge, LA",37336
6085502901,"Cambrian Community, San Jose, CA",37335
6037534203,"South Montebello, Bell Gardens, CA",37334
4013061029,"Surprise, AZ",37333
51683910302,"Manassas, VA",37331
48005001001,"Diboll, TX",37331
32019960302,"Dayton, NV",37331
9007541100,"Middletown, CT",37331
34013014600,"Belleville, NJ",37330
6037185320,"Northeast Los Angeles, Los Angeles, CA",37329
36081012200,"Queens County, NY",37329
35049001304,"Santa Fe, NM",37328
48113018120,"Garland, TX",37328
8031004102,"East, Denver, CO",37327
6087121402,"Santa Cruz, CA",37327
48131950500,"Benavides, TX",37326
16001001700,"Vistas, Boise, ID",37326
36081032700,"Queens County, NY",37326
55079000201,"Milwaukee, WI",37326
22033003906,"Baton Rouge, LA",37325
36027210301,"Beacon, NY",37323
36085000600,"Richmond County, NY",37320
6013372000,"North & East, Richmond, CA",37319
8013013505,"Longmont, CO",37318
6085508404,"Sunnyvale West, Sunnyvale, CA",37317
6059099801,"Westminster, CA",37317
12099003400,"Southside, West Palm Beach, FL",37317
36061015100,"Lincoln Square, New York, NY",37315
36059416701,"Long Beach, NY",37315
17031811402,"Franklin Park, IL",37314
48479001001,"Eastern Division, Laredo, TX",37312
6065043227,"Murrieta, CA",37311
6037533502,"Huntington Park, CA",37311
48201310900,"Greater East End, Houston, TX",37308
48367140501,"Weatherford, TX",37308
6067007432,"Antelope Oaks, Antelope, CA",37307
6073002902,"Mid-City, San Diego, CA",37307
48099010702,"Copperas Cove, TX",37307
17031821002,"Burbank, IL",37307
12011060203,"Sunrise, FL",37306
48201452000,"George Bush Park/Eldridge, Houston, TX",37306
48281950302,"Lampasas, TX",37306
36061018700,"Bloomingdale, New York, NY",37305
48201410200,"Montrose, Houston, TX",37303
48027022300,"Killeen, TX",37303
12086000414,"Miami, FL",37302
32003005012,"Las Vegas, NV",37302
6037500900,"El Rancho, Pico Rivera, CA",37301
48201222800,"Aldine Gardens, Houston, TX",37301
17031828100,"Lansing, IL",37301
48245010600,"Groves, TX",37301
48381021200,"Amarillo, TX",37301
6059032029,"Lake Forest, CA",37301
34039034300,"Roselle, NJ",37300
6085508003,"Rancho Rinconada, Cupertino, CA",37300
36081030902,"Queens County, NY",37300
6059099202,"Riverview West, Santa Ana, CA",37299
12011030902,"Pompano Beach, FL",37298
12103026400,"Clearwater, FL",37298
22051020508,"Kenner, LA",37297
48201231200,"East Houston, Houston, TX",37297
40109105000,"Central Oklahoma City, Oklahoma City, OK",37297
6013302007,"Oakley, CA",37294
48201520601,"Northwest Houston, Houston, TX",37292
49049002206,"Provo Bay, Provo, UT",37291
27037060202,"South Saint Paul, MN",37291
36103146607,"Bohemia, NY",37291
17031590600,"McKinley Park, Chicago, IL",37290
37057061500,"Lexington, NC",37289
36081006900,"Queens County, NY",37286
6081605100,"Burlingame Gate, Burlingame, CA",37284
25013802100,"Forest Park, Springfield, MA",37283
36005022800,"Bronx County, NY",37283
48233950800,"Borger, TX",37282
42075000200,"Lebanon, PA",37281
17201000507,"Rockford, IL",37278
41067031504,"Rock Creek, Portland, OR",37278
48091310704,"Bulverde, TX",37274
35037958601,"Tucumcari, NM",37273
48439105006,"High Crest Addition, Fort Worth, TX",37272
48061013204,"Brownsville, TX",37269
49035113505,"West Valley City, UT",37268
6037408630,"La Puente, CA",37268
6071010017,"Hesperia, CA",37268
12086015100,"Miami, FL",37267
6029005501,"Ridgecrest, CA",37267
40047001601,"Enid, OK",37267
12115001401,"Sarasota, FL",37266
6037621104,"Hermosa Beach, CA",37266
36047119400,"Kings County, NY",37264
48157672601,"Mission Bend South, Houston, TX",37264
6037920339,"Stevenson Ranch, CA",37263
36103158319,"Coram, NY",37263
56043000301,"Worland, WY",37263
6037571504,"Bixby Knolls, Long Beach, CA",37263
6001433700,"San Lorenzo, CA",37263
6059074501,"Cornerstone Village, Santa Ana, CA",37262
6059099405,"Huntington Beach, CA",37262
6059110203,"Buena Park, CA",37260
12086003912,"Biscayne Point, Miami Beach, FL",37259
6059099702,"Westminster, CA",37259
17017960500,"Beardstown, IL",37259
34023007301,"Parlin, Sayreville, NJ",37258
6037216700,"Central LA, Los Angeles, CA",37256
6019005801,"Clovis, CA",37255
36005036502,"Bronx County, NY",37255
12093910101,"Okeechobee, FL",37255
6077003205,"Stockton, CA",37254
13053020203,"Fort Benning, GA",37254
36071012601,"New Windsor, NY",37253
48141010345,"El Paso, TX",37251
37197050400,"Hamptonville, NC",37247
25027709201,"Leominster, MA",37246
6077004001,"Thornton, CA",37246
48167726200,"Texas City, TX",37243
6079011001,"San Luis Obispo, CA",37241
6055201700,"Angwin, CA",37240
48491020510,"Austin, TX",37240
6059110201,"Buena Park, CA",37240
48297950300,"George West, TX",37239
6073020706,"East Canyon, Escondido, CA",37239
6059001504,"Brea, CA",37239
36103190401,"Flanders, NY",37239
6037294610,"Wilmington, Los Angeles, CA",37238
6013358000,"Rodeo, CA",37236
6111001506,"Ventura, CA",37235
15003007100,"Hickam Field, Honolulu, HI",37234
48485010700,"Wichita Falls, TX",37232
22011960500,"DeRidder, LA",37232
12095015004,"Ocoee, FL",37232
53007960802,"Wenatchee, WA",37231
17197882200,"Joliet, IL",37231
36047036600,"Kings County, NY",37228
48141010347,"Socorro, TX",37227
34017013500,"Harrison, NJ",37227
6037601002,"Inglewood, CA",37226
12057011415,"Tampa, FL",37224
6077005125,"Manteca, CA",37224
11001004201,"Northwest Washington, Washington, DC",37223
34031124500,"Clifton, NJ",37221
6085508508,"Ponderosa Park, Sunnyvale, CA",37221
32031002206,"Reno, NV",37219
6067004006,"Pocket, Sacramento, CA",37218
6037211120,"Central LA, Los Angeles, CA",37218
6037575002,"Circle Area, Long Beach, CA",37218
6055201004,"American Canyon, CA",37217
12115001704,"Sarasota, FL",37216
6037224320,"Central LA, Los Angeles, CA",37215
48439111102,"Forest Hill, TX",37215
6037106403,"Sylmar, Los Angeles, CA",37215
6099000304,"Riverbank, CA",37214
6059052425,"Lake Forest, CA",37213
36005018400,"Bronx County, NY",37213
6065043309,"Hemet, CA",37213
48201432001,"Westside, Houston, TX",37213
6073016809,"El Cajon, CA",37213
48397040402,"Royse City, TX",37213
24031701601,"Silver Spring, MD",37213
10003014703,"Newark, DE",37212
48201453602,"Alief, Houston, TX",37210
48481740500,"Wharton, TX",37209
6059074803,"Santa Ana, CA",37209
12055960400,"Avon Park, FL",37207
36119001303,"Park Hill, Yonkers, NY",37206
6037231220,"South Figueroa Corridor, Los Angeles, CA",37204
6099002006,"Modesto, CA",37204
6085512045,"South San Jose, San Jose, CA",37203
17031816500,"Stone Park, IL",37203
6065045224,"Indio, CA",37201
48201553900,"Memorial Northwest, Spring, TX",37201
48113013007,"Highland Meadows, Dallas, TX",37200
48201410500,"Montrose, Houston, TX",37200
49035114300,"West Jordan, UT",37199
6037401202,"Charter Oak, Glendora, CA",37198
6067007010,"North Sacramento, Sacramento, CA",37197
55079020000,"Jackson Park, Milwaukee, WI",37196
8001009608,"Arvada, CO",37196
48215023902,"Edinburg, TX",37194
12086006504,"Coral Way, Miami, FL",37192
6001405800,"Highland Terrace, Oakland, CA",37192
4019000500,"Tucson, AZ",37191
6039000506,"Madera, CA",37190
53061052804,"Marysville, WA",37187
48201311600,"Greater East End, Houston, TX",37186
35005001101,"Roswell, NM",37184
25009210800,"Peabody, MA",37184
42077000102,"Allentown, PA",37183
48201534203,"Houston, TX",37183
6037543702,"Carson, CA",37180
48039661501,"Alvin, TX",37180
6037221402,"Central LA, Los Angeles, CA",37179
48201233702,"Northeast Houston, Galena Park, TX",37178
6085512401,"San Martin, CA",37177
6059087200,"Northwest Anaheim, Anaheim, CA",37176
48453001777,"South Austin, Austin, TX",37176
4013082019,"Garden Lake Estates, Avondale, AZ",37175
48257050400,"Terrell, TX",37175
48215020504,"McAllen, TX",37174
48367140300,"Weatherford, TX",37173
6085508507,"Santa Clara, CA",37173
34021004404,"Twin Rivers, East Windsor, NJ",37173
34017001201,"The Heights, Jersey City, NJ",37171
41067031706,"Cooper Mountain - Aloha North, Beaverton, OR",37170
6037121900,"North Hollywood, Los Angeles, CA",37170
6085512100,"Morgan Hill, CA",37169
44007014100,"Cranston, RI",37168
25021420100,"Randolph, MA",37167
36081021400,"Queens County, NY",37166
6037407702,"La Puente, CA",37166
35013001500,"Las Cruces, NM",37165
48083950300,"Coleman, TX",37165
12086004204,"South Beach, Miami Beach, FL",37165
48339691900,"Spring, TX",37163
12086006301,"Little Havana, Miami, FL",37163
22095070500,"LaPlace, LA",37163
6037502401,"El Rancho, Pico Rivera, CA",37162
24033804002,"Bladensburg, MD",37161
6059074003,"Delhi, Santa Ana, CA",37159
8101001600,"Aberdeen, Pueblo, CO",37159
17097861604,"Gurnee, IL",37158
48039660602,"Pearland, TX",37158
12095017014,"Orlando, FL",37157
6107002002,"Visalia, CA",37156
6101050503,"Yuba City, CA",37156
48201310600,"Greater East End, Houston, TX",37152
6073010109,"Nestor, San Diego, CA",37152
48099010701,"Copperas Cove, TX",37152
12086010193,"Miami, FL",37150
8059011904,"Lakewood, CO",37150
20079030100,"Newton, KS",37147
45035010818,"Windsor Hill Plantation, Charleston, SC",37146
48303001601,"Coronado, Lubbock, TX",37146
6037602403,"Hawthorne, CA",37146
34013007900,"Ironbound District, Newark, NJ",37145
6075025401,"Bernal Heights, San Francisco, CA",37145
15009031000,"Wailuku, HI",37145
12011050402,"Oakland Park, FL",37140
17031580300,"South Side, Chicago, IL",37140
6029002400,"Tyner Homes, Bakersfield, CA",37140
18091042400,"La Porte, IN",37139
17031190300,"Belmont Cragin, Chicago, IL",37138
6113011102,"Woodland, CA",37137
20055960503,"Garden City, KS",37137
48239950100,"Ganado, TX",37136
6059001102,"Los Nietos, La Habra, CA",37135
48121020503,"Denton, TX",37135
51059452301,"Annandale, VA",37135
36005026601,"Bronx County, NY",37134
6037481103,"San Gabriel, CA",37133
12057011204,"North Pointe, Tampa, FL",37131
6095252913,"Vacaville, CA",37131
48141003601,"Collingsworth, El Paso, TX",37130
36103158605,"Ronkonkoma, NY",37130
17031814800,"Berwyn, IL",37129
6083001604,"Carpinteria, CA",37129
8045951902,"New Castle, CO",37128
17197880106,"Bolingbrook, IL",37125
16083001200,"Twin Falls, ID",37123
34003015500,"Englewood, NJ",37123
36005005902,"Bronx County, NY",37122
6037553502,"Paramount, CA",37121
17089850202,"Carpentersville, IL",37120
6037543501,"Carson, CA",37117
12099006201,"Boynton Beach, FL",37114
35001000710,"Four Hills Village, Albuquerque, NM",37113
8059011726,"Green Mountain, Lakewood, CO",37113
6085503324,"East San Jose, San Jose, CA",37111
6037600302,"South Los Angeles, Los Angeles, CA",37110
6071002307,"Fontana, CA",37108
6037910209,"Palmdale, CA",37108
6037408140,"La Puente, CA",37108
22051025202,"Terrytown, LA",37108
17111871305,"Cary, IL",37107
6037273100,"Venice, Los Angeles, CA",37107
6059099246,"Huntington Beach, CA",37104
48113015401,"Grand Prairie, TX",37102
6073014300,"Lemon Grove, CA",37101
48113009803,"Northwest Dallas, Dallas, TX",37100
32003002968,"Las Vegas, NV",37099
34017001202,"Journal Square, Jersey City, NJ",37098
29195090600,"Marshall, MO",37098
6111004503,"Cypress Gardens, Oxnard, CA",37098
12086006002,"Miami, FL",37098
6059110303,"Buena Park, CA",37096
6077004600,"Acampo, CA",37094
6085512602,"Gilroy, CA",37094
12011100103,"Hallandale Beach, FL",37091
6065048300,"Moreno Valley, CA",37091
34031180700,"Paterson, NJ",37090
6037535503,"South Gate, CA",37090
6065043807,"Beaumont, CA",37088
36059301101,"Port Washington, NY",37088
36005009600,"Bronx County, NY",37087
19139050800,"Muscatine, IA",37086
41005022400,"McLoughlin, Oregon City, OR",37085
6085506503,"Downtown, Campbell, CA",37085
6037296210,"San Pedro, Los Angeles, CA",37083
17031660400,"Chicago Lawn, Chicago, IL",37082
6037433501,"El Monte City, South El Monte, CA",37082
36081021600,"Queens County, NY",37082
18141011506,"Mishawaka, IN",37081
8021974900,"La Jara, CO",37080
6059110110,"Cypress, CA",37080
6019006403,"Squaw Valley, CA",37078
36047111600,"Kings County, NY",37078
48439111538,"Grand Prairie, TX",37078
40109107218,"Central Oklahoma City, Oklahoma City, OK",37076
48141004309,"El Paso, TX",37075
6037920112,"Valencia, Santa Clarita, CA",37075
6037603102,"Gardena, CA",37074
41067031300,"Central Beaverton, Beaverton, OR",37074
36103145602,"Brentwood, NY",37074
36081022001,"Queens County, NY",37073
48201222100,"Greenwood Village, Houston, TX",37072
18141003000,"South Bend, IN",37072
40143001400,"Kendall-Whittier, Tulsa, OK",37071
6023000600,"Eureka, CA",37071
6037553504,"Paramount, CA",37070
36005004300,"Bronx County, NY",37070
36081117100,"Queens County, NY",37070
48215023600,"Edinburg, TX",37070
48201422600,"Southwest Houston, Houston, TX",37069
6037601212,"Inglewood, CA",37067
8045951804,"Carbondale, CO",37066
48201413300,"Southwest Houston, Houston, TX",37064
48201321401,"South Houston, TX",37064
48439114103,"Haslet, TX",37062
6097150202,"Sonoma, CA",37060
12103027207,"Allen's Ridge, Palm Harbor, FL",37060
55079170600,"South Milwaukee, WI",37059
48201422800,"Westside, Houston, TX",37058
48355002705,"Bay Area, Corpus Christi, TX",37057
12011050312,"Lauderdale Lakes, FL",37057
55079017300,"Layton Park, Milwaukee, WI",37056
17031200100,"Belmont Gardens, Chicago, IL",37056
19127950900,"Marshalltown, IA",37054
55009000200,"Green Bay, WI",37053
8005006706,"Centennial, CO",37052
17031030400,"Edgewater, Chicago, IL",37051
48107950300,"Lorenzo, TX",37051
6053010608,"Salinas, CA",37051
12011110340,"Pembroke Pines, FL",37049
6099002803,"Modesto, CA",37047
6037530602,"Los Angeles, CA",37046
41053005300,"West Salem, Salem, OR",37044
48485012200,"Wichita Falls, TX",37044
48201321100,"Southbelt/ Ellington, Houston, TX",37042
4021002400,"Mammoth, AZ",37042
48029181100,"North Central, San Antonio, TX",37040
25009205900,"Lynn, MA",37040
48113018128,"Garland, TX",37040
48201433202,"Southwest Houston, Houston, TX",37039
17031040202,"Budlong Woods, Chicago, IL",37038
48355003101,"Flour Bluff, Corpus Christi, TX",37038
55105001700,"Beloit, WI",37034
53053063200,"Eastside, Tacoma, WA",37034
51059421500,"Alexandria, VA",37033
48439113631,"Grapevine, TX",37031
48201311900,"Southeast Houston, Houston, TX",37031
51171040700,"Mount Jackson, VA",37030
25025000802,"Allston, Boston, MA",37030
48215020804,"McAllen, TX",37026
48121020505,"Denton, TX",37026
6073013308,"Chula Vista, CA",37025
6073012800,"Chula Vista, CA",37024
6071001901,"Chino, CA",37024
47125101101,"Clarksville, TN",37023
36119013400,"Ossining, NY",37023
8041005601,"Colorado Springs, CO",37023
6037213401,"Central LA, Los Angeles, CA",37022
34025808402,"Belmar, NJ",37022
34017017300,"Union City, NJ",37022
12021010414,"Rural Estates, Naples, FL",37021
6037535901,"South Gate, CA",37020
36047114600,"Kings County, NY",37020
48027022000,"Killeen, TX",37020
6073010402,"Imperial Beach, CA",37020
6075021400,"Noe Valley, San Francisco, CA",37018
6037296902,"San Pedro, Los Angeles, CA",37016
48201320601,"Meadowbrook/ Allendale, Houston, TX",37016
6085504504,"Milpitas, CA",37015
51107611400,"Sterling, VA",37015
6037117101,"North Hills, Los Angeles, CA",37015
49035112914,"West Jordan, UT",37014
36047047800,"Kings County, NY",37013
15003008617,"Ewa, Ewa Beach, HI",37011
48479000901,"Eastern Division, Laredo, TX",37011
6037127806,"Van Nuys, Los Angeles, CA",37009
55079018700,"Lincoln Village, Milwaukee, WI",37008
6037300701,"Glendale, CA",37004
8001008604,"Brighton, CO",37000
36085019800,"Richmond County, NY",36999
12103026500,"Clearwater, FL",36999
6029005403,"Ridgecrest, CA",36998
48239950200,"Edna, TX",36998
44007015000,"Pawtucket, RI",36997
17031151001,"Cragin, Chicago, IL",36996
51700032211,"Central Newport News, Newport News, VA",36994
12086019800,"Miami, FL",36993
6111005906,"Westlake Village, CA",36991
12086011800,"Hialeah, FL",36991
48201521500,"Kempwood, Houston, TX",36990
48325000402,"Natalia, TX",36989
11001002802,"Columbia Heights, Washington, DC",36988
48201320602,"Meadowbrook/ Allendale, Houston, TX",36987
12057010401,"Tampa, FL",36986
48275950200,"Munday, TX",36986
6053011400,"Bradley, CA",36984
6013356001,"Rodeo, CA",36984
19139051000,"Muscatine, IA",36984
18089021400,"Hammond, IN",36984
48061014100,"Brownsville, TX",36983
40027202402,"Norman, OK",36981
48401950300,"Kilgore, TX",36980
48029191814,"The Estates at Stonegate, San Antonio, TX",36979
48249950300,"Alice, TX",36978
6037271200,"Sawtelle, Los Angeles, CA",36978
6073004300,"North Park, San Diego, CA",36977
6037407801,"La Puente, CA",36976
12099004815,"Greenacres, FL",36976
17031650100,"South Side, Chicago, IL",36974
18089043403,"Lowell, IN",36974
6077005131,"Manteca, CA",36974
6037434004,"El Monte, CA",36972
4013218200,"Old Town Scottsdale, Scottsdale, AZ",36972
6053010101,"Watsonville, CA",36972
48439113115,"North Arlington, Arlington, TX",36972
49035113803,"Kearns, UT",36970
6073003108,"Spring Valley, CA",36969
34013015200,"Bloomfield, NJ",36968
6059001303,"La Habra, CA",36967
6029001201,"East Bakersfield, Bakersfield, CA",36964
6037119400,"Arleta, Los Angeles, CA",36962
6037534301,"Cudahy, CA",36962
6085505007,"Santa Clara, CA",36961
17197880415,"Joliet, IL",36960
6059110106,"Cypress, CA",36960
44007001300,"West End Providence, Providence, RI",36960
48049950700,"Brownwood, TX",36960
6037221210,"Central LA, Los Angeles, CA",36956
6011000300,"Williams, CA",36956
12095017107,"Orlando, FL",36955
6073002903,"Mid-City, San Diego, CA",36954
6037133100,"Tarzana, Los Angeles, CA",36953
4021000207,"San Tan Valley, AZ",36953
12095016402,"Orlando, FL",36952
48201520100,"Westview, Houston, TX",36952
32003004925,"Orchards, Las Vegas, NV",36952
6001444301,"Newark, CA",36951
6013313103,"Pittsburg, CA",36951
34003041301,"Palisades Park, NJ",36951
36059405100,"Elmont, NY",36950
53025010200,"Moses Lake, WA",36950
48141010405,"Socorro, TX",36948
32003005342,"Highland Hills, Henderson, NV",36947
48439113920,"Parkwood Hills, Fort Worth, TX",36943
48143950500,"Stephenville, TX",36941
6073018612,"Morro Hills, Oceanside, CA",36941
12086005407,"Little Havana, Miami, FL",36941
6047001200,"Merced, CA",36938
51710006100,"Estabrook, Norfolk, VA",36936
36103146106,"Brentwood, NY",36936
6095252704,"Suisun City, CA",36935
12105013801,"Winter Haven, FL",36933
48201241200,"Timber Lane, Spring, TX",36932
48061011902,"La Feria, TX",36930
12057012106,"Hickory Hill, Seffner, FL",36929
48201421300,"Sharpstown, Houston, TX",36929
6037502901,"East Whitter, Whittier, CA",36929
34027040200,"Pompton Plains, Pequannock Township, NJ",36928
48303010408,"Lubbock, TX",36927
6085507805,"Cupertino, CA",36925
36047049000,"Kings County, NY",36925
6037534700,"Huntington Park, CA",36924
17197880105,"Bolingbrook, IL",36923
48121021303,"Denton, TX",36920
6037620602,"North Redondo, Redondo Beach, CA",36919
34017015202,"West New York, NJ",36917
24033805801,"Adelphi, MD",36917
35001003502,"Allison Lateral Estates, Los Ranchos de Albuquerque, NM",36916
24031706012,"Bethesda, MD",36915
6037900201,"Lancaster, CA",36914
41067032103,"Sherwood - Tualatin North, Sherwood, OR",36914
4023966301,"Nogales, AZ",36913
36059302200,"Roslyn Heights, NY",36910
6111000800,"Santa Paula, CA",36909
6019006300,"Reedley, CA",36909
36081047800,"Queens County, NY",36907
4027010905,"Fortuna Heights, Yuma, AZ",36906
6073009102,"Bay Park, San Diego, CA",36906
56021001501,"Cheyenne, WY",36906
20177002601,"West Southwest 3, Topeka, KS",36906
49049002205,"Lake View South, Provo, UT",36906
6073003107,"Jamacha-Lomita, San Diego, CA",36906
48201510900,"Lazybrook/ Timbergrove, Houston, TX",36906
31001966000,"Hastings, NE",36904
8005087300,"Denver, CO",36904
6087121500,"Santa Cruz, CA",36904
34023004200,"Perth Amboy, NJ",36903
17031835100,"Gage Park, Chicago, IL",36903
48201330301,"Southwest Houston, Houston, TX",36900
36005005600,"Bronx County, NY",36898
48341950300,"Dumas, TX",36897
53077940001,"Wapato, WA",36896
4019004056,"South Harrison, Tucson, AZ",36896
8123001202,"Greeley, CO",36896
24027606603,"Oakland Mills, Columbia, MD",36896
24025306500,"Aberdeen Proving Ground, MD",36895
48201521300,"Northwest Houston, Houston, TX",36894
51810041200,"Northwest, Virginia Beach, VA",36894
41067031610,"Triple Creek, Beaverton, OR",36892
53073010301,"Lynden, WA",36891
17031805111,"Des Plaines, IL",36890
34005701001,"Edgewater Park, NJ",36890
32003003245,"Cimarron Gowan, Las Vegas, NV",36888
48177000200,"Gonzales, TX",36888
