tract,Name,Household_Income_at_Age_35_rW_gF_p25
51810046006,"Virginia Beach, VA",46871
1023956900,"Needham, AL",46871
6083000400,"Upper East, Santa Barbara, CA",46871
6083001306,"Hidden Valley, Santa Barbara, CA",46870
48347950600,"Nacogdoches, TX",46870
47149040807,"Murfreesboro, TN",46870
6013352101,"Rheem Valley Manor, Moraga, CA",46869
32003003241,"Las Vegas, NV",46869
17031821101,"Burbank, IL",46868
6065042207,"Canyon Crest, Riverside, CA",46868
49011126600,"Bountiful, UT",46868
4025000300,"Prescott, AZ",46868
36029001100,"Seneca, Buffalo, NY",46868
50007002701,"Essex Junction, Essex, VT",46867
42003523400,"Churchill Valley, Pittsburgh, PA",46867
48113019900,"Oak Cliff, Dallas, TX",46866
30001000100,"Dillon, MT",46866
13231010200,"Williamson, GA",46866
25027730901,"Newton Square, Worcester, MA",46865
42011013600,"Fleetwood, PA",46865
6089011900,"Palo Cedro, CA",46865
34037374200,"Stanhope, NJ",46865
42091207103,"Telford, PA",46864
6099000912,"Modesto, CA",46864
34031181900,"Paterson, NJ",46863
42017104303,"New Hope, PA",46863
6099000102,"Oakdale, CA",46863
42101031300,"Oxford Circle/ Castor, Philadelphia, PA",46862
37119005614,"Charlotte, NC",46862
19077950300,"Menlo, IA",46861
39061023002,"Cincinnati, OH",46861
18097320105,"Washington Township, Indianapolis, IN",46858
20209044702,"Edwardsville, KS",46857
36067011402,"Baldwinsville, NY",46856
37183054012,"North Raleigh, Raleigh, NC",46855
1073012704,"Leeds, AL",46855
26099247300,"Harrison charter Township, MI",46855
47165021007,"Hendersonville, TN",46851
48473680500,"Hempstead, TX",46850
48135001500,"Odessa, TX",46850
46099010404,"Renner, SD",46849
6001442301,"Irvington, Fremont, CA",46849
29165030209,"Park Forest, Kansas City, MO",46849
8069000505,"Rogers Park, Fort Collins, CO",46848
39049007132,"Blendon Woods, Gahanna, OH",46848
2130000400,"Ketchikan, AK",46848
48179950400,"Pampa, TX",46848
24031701210,"Potomac, MD",46846
25017353400,"Cambridgeport, Cambridge, MA",46845
18057111101,"Carmel, IN",46845
9011708100,"Voluntown, CT",46844
6037555211,"Hawaiian Gardens, CA",46844
36029007901,"Raintree Island, Tonawanda, NY",46843
39153530605,"Stow, OH",46842
17111870810,"Crystal Lake, IL",46842
39035136103,"Broadview Heights, OH",46841
5143010509,"Springdale, AR",46839
6037702400,"Lucerne - Higuera, Culver City, CA",46839
17031220400,"Logan Square, Chicago, IL",46839
25017368400,"Brandeis, Waltham, MA",46838
6037574500,"Los Altos, Long Beach, CA",46837
55005000300,"Turtle Lake, WI",46837
4013815700,"San Tan Ranch, Gilbert, AZ",46836
55093960600,"Pierce County, WI",46836
18089043403,"Lowell, IN",46835
6019003600,"Fresno, CA",46835
1117030605,"Alabaster, AL",46834
48017950100,"Muleshoe, TX",46833
51059491501,"Centreville, VA",46833
36039080402,"Hunter, NY",46833
42089300502,"East Stroudsburg, PA",46832
51059460900,"Vienna, VA",46832
6057000102,"Grass Valley, CA",46832
17031804310,"Streamwood, IL",46831
12117020808,"Longwood, FL",46830
17111871500,"Union, IL",46830
17031822301,"Oak Lawn, IL",46828
53063012701,"Spokane Valley, WA",46828
17031806400,"Des Plaines, IL",46828
17031810702,"Elmwood Park, IL",46828
31109003102,"Highlands, Lincoln, NE",46828
34017014000,"North Bergen, NJ",46828
22069000800,"Natchitoches, LA",46827
16051960300,"Rigby, ID",46826
1101005610,"Montgomery, AL",46826
55025000100,"Spring Harbor, Madison, WI",46826
30111001501,"Shepherd, MT",46825
22061960500,"Ruston, LA",46825
48085031708,"Far North Dallas, Dallas, TX",46824
48029181404,"Northwest Side, San Antonio, TX",46824
6037900300,"Lancaster, CA",46824
36085013201,"Richmond County, NY",46822
34007611100,"Bellmawr, NJ",46821
17089852003,"St. Charles, IL",46820
55079005800,"Enderis Park, Milwaukee, WI",46820
27105105600,"Worthington, MN",46819
37119005917,"Yorkshire, Charlotte, NC",46819
40047001200,"Waukomis, OK",46818
1117030342,"Birmingham, AL",46816
27045960200,"Chatfield, MN",46814
17043846004,"Lisle, IL",46814
46081966100,"Whitewood, SD",46813
18127051102,"Kouts, IN",46812
12011110309,"Pembroke Pines, FL",46811
42003435000,"Pittsburgh, PA",46811
36055013206,"West Henrietta, NY",46811
55119960100,"Rib Lake, WI",46811
6079012302,"Arroyo Grande, CA",46809
39035175105,"North Royalton, OH",46808
19193000500,"Sioux City, IA",46808
27053103100,"Northeast Minneapolis, Minneapolis, MN",46807
17135957600,"Litchfield, IL",46807
30063001304,"Miller Creek, Missoula, MT",46807
4013216819,"Fountain Hills, AZ",46807
42029301000,"Phoenixville, PA",46806
26163557700,"Livonia, MI",46806
25017322300,"Hudson, Hudson, MA",46805
31055004400,"South Central Omaha, Omaha, NE",46805
25027710200,"Fitchburg, MA",46805
6059087703,"West Anaheim, Anaheim, CA",46804
39013011300,"Shadyside, OH",46803
34005701502,"Trenton, NJ",46803
27041450800,"Osakis, MN",46801
39043041600,"Sandusky, OH",46801
37085070801,"Lillington, NC",46799
13121011611,"Roswell, GA",46799
47157007200,"East Buntyn, Memphis, TN",46798
39061008100,"Cincinnati, OH",46798
27053011800,"Keewaydin, Minneapolis, MN",46798
27037060506,"Inver Grove Heights, MN",46797
24003740701,"Odenton, MD",46797
6055201004,"American Canyon, CA",46797
6001444200,"Newark, CA",46796
6013318000,"Martinez, CA",46796
15003000200,"Kuliouou - Kalani Iki, Honolulu, HI",46796
17111870401,"Wonder Lake, IL",46794
34013017800,"West Orange, NJ",46792
5045030800,"Conway, AR",46791
36085013203,"Richmond County, NY",46791
48113016510,"Dallas, TX",46790
32003005844,"Las Vegas, NV",46790
53057952100,"Mount Vernon, WA",46790
34001010900,"Hammonton, NJ",46788
36119005901,"New Rochelle, NY",46786
42071012601,"Denver, PA",46785
39085201000,"Cricket Lane, Willoughby Hills, OH",46784
36055011504,"Penfield, NY",46783
12086008414,"Miami, FL",46783
12099007734,"Boca Raton, FL",46783
37183053519,"Cardinal Woods Apartments, Cary, NC",46783
19023070400,"Parkersburg, IA",46782
41067032104,"Sherwood - Tualatin South, Sherwood, OR",46781
20045000604,"Deerfield, Lawrence, KS",46781
6037577000,"Eastside, Long Beach, CA",46781
42091206400,"Trappe, PA",46780
6075032700,"Outer Sunset, San Francisco, CA",46778
42131400600,"Tunkhannock, PA",46778
6071002037,"West End, Fontana, CA",46778
6111007000,"Thousand Oaks, CA",46778
4005001600,"Sedona, AZ",46776
39049000220,"Central Clintonville, Columbus, OH",46775
36029015202,"Colden, NY",46775
54109002901,"Cyclone, WV",46775
9015903200,"Putnam, CT",46774
8001008508,"Thornton, CO",46773
48329000200,"Highland Park Townhouses, Midland, TX",46773
42133024002,"Fawn Grove, PA",46773
42045408700,"Havertown, PA",46772
12031000700,"Southside, Jacksonville, FL",46771
31055007463,"Millard, Omaha, NE",46770
37081016303,"High Point, NC",46769
48439114104,"Fort Worth, TX",46769
6045011700,"Ukiah, CA",46768
53033029902,"Auburn, WA",46767
35013001205,"Las Cruces, NM",46767
17043846314,"Woodridge, IL",46766
6065051200,"Temecula, CA",46766
12099007759,"Wellington, FL",46765
6037920036,"Santa Clarita, CA",46765
6013355111,"Antioch, CA",46765
9009351602,"Waterbury, CT",46764
34031124200,"Clifton, NJ",46764
46099001101,"Sioux Falls, SD",46763
17043845000,"Westmont, IL",46763
26125196100,"Troy, MI",46763
26055550800,"Traverse City, MI",46762
6037432000,"Temple City, CA",46762
51810046400,"Virginia Beach, VA",46761
37179020311,"Indian Trail, NC",46760
6037192002,"Central LA, Los Angeles, CA",46760
39055311500,"Novelty, OH",46760
48149970700,"Fayetteville, TX",46759
6097153401,"Sebastopol, CA",46758
24005402307,"Pikesville, MD",46756
34003003200,"Bergenfield, NJ",46755
53001950300,"Othello, WA",46755
39035135106,"Brecksville, OH",46754
29510101300,"Holly Hills, St. Louis, MO",46753
31055005500,"Central Omaha, Omaha, NE",46752
38017040500,"Fargo, ND",46752
36119008602,"Purchase, Harrison, NY",46751
41067033000,"Cornelius, OR",46751
40143004500,"Maple Ridge, Tulsa, OK",46751
40131050105,"Claremore, OK",46750
34003019304,"Fort Lee, NJ",46750
55063001200,"La Crosse, WI",46749
42133022402,"Hanover, PA",46749
42069102100,"Scranton, PA",46747
48085031639,"Highlands Of Russell Park, Plano, TX",46747
49049000105,"Lehi, UT",46746
55097960702,"Plover, WI",46745
42021010300,"Johnstown, PA",46743
6081608700,"Belmont, CA",46743
8005080700,"Utah Park, Aurora, CO",46743
6081604101,"San Bruno, CA",46741
51087200413,"Cross Ridge, Glen Allen, VA",46739
45079011603,"Columbia, SC",46739
9003400200,"Berlin, CT",46739
36059411800,"Lynbrook, NY",46738
46013951600,"Aberdeen, SD",46738
6111008001,"Simi Valley, CA",46738
56029965100,"Powell, WY",46737
46127020200,"Elk Point, SD",46737
36103124101,"Lindenhurst, NY",46736
48157672500,"Kingsbridge Court, Houston, TX",46736
9001022300,"West Side - Waterside - South End, Stamford, CT",46734
36081009400,"Queens County, NY",46734
47065011100,"Signal Mountain, TN",46733
46013951500,"Aberdeen, SD",46733
6077003111,"Stockton, CA",46731
17043842800,"Elmhurst, IL",46731
4013422309,"Gilbert, AZ",46730
12117021319,"Oviedo, FL",46730
55017011000,"Jim Falls, WI",46729
13067030337,"Marietta, GA",46729
17031801606,"Northbrook, IL",46728
20197483100,"Alma, KS",46728
6071002207,"Fontana, CA",46727
40109100300,"Central Oklahoma City, Oklahoma City, OK",46727
49035113108,"West Jordan, UT",46724
25009210400,"Peabody, MA",46723
42003425000,"Etna, PA",46723
34027045100,"Wharton, NJ",46723
27003050809,"Blaine, MN",46723
6029001600,"Downtown, Bakersfield, CA",46723
26053950100,"Watersmeet, MI",46722
13135050208,"Lawrenceville, GA",46722
48157671602,"Plantation Bend, Sugar Land, TX",46721
42091205805,"King of Prussia, PA",46719
17119403601,"Highland, IL",46718
42045400401,"Upper Darby, PA",46718
48403950100,"Hemphill, TX",46718
17201000501,"Rockford, IL",46718
48395960300,"Franklin, TX",46718
55035000302,"Eau Claire, WI",46717
48113019211,"Richardson, TX",46717
24031704600,"Bethesda, MD",46717
8031001402,"Ruby Hill, Denver, CO",46716
36061016100,"Upper West Side, New York, NY",46716
36025971300,"Downsville, NY",46716
6085511915,"South San Jose, San Jose, CA",46714
51069050200,"Winchester, VA",46714
48201334003,"Southbelt/ Ellington, Houston, TX",46713
9003494500,"Newington, CT",46711
40143007620,"Minshall Park, Tulsa, OK",46711
53075000600,"Pullman, WA",46711
48057000200,"Port Lavaca, TX",46710
6037407900,"La Puente, CA",46710
48029131615,"Northeast Side, San Antonio, TX",46709
6059063102,"East Side Costa Mesa, Costa Mesa, CA",46709
17119403532,"Troy, IL",46708
10005051004,"Lewes, DE",46707
41067031509,"Bethany, Portland, OR",46706
17111871201,"Crystal Lake, IL",46706
53061051000,"Mountlake Terrace, WA",46705
6037310100,"Burbank, CA",46704
6059052511,"Woodbridge, Irvine, CA",46703
48121021748,"Flower Mound, TX",46702
35045000301,"Farmington, NM",46701
12099007617,"Boca Raton, FL",46700
13135050523,"Lawrenceville, GA",46699
48201332600,"Golfcrest, Houston, TX",46699
4021001303,"Casa Grande, AZ",46699
20189965200,"Hugoton, KS",46698
18039000802,"Middlebury, IN",46698
36059416401,"Long Beach, NY",46697
22039950700,"Ville Platte, LA",46697
34029713402,"Brick, NJ",46696
30111001902,"Laurel, MT",46694
8123002020,"Firestone, CO",46691
35049001303,"Santa Fe, NM",46689
25005653301,"South Dartmouth, Dartmouth, MA",46689
17043840201,"Itasca, IL",46689
6049000400,"Cedarville, CA",46689
6037551000,"Downey, CA",46687
8071000200,"Trinidad, CO",46687
18097320700,"Warfleigh, Indianapolis, IN",46687
9001230100,"Sandy Hook, Newtown, CT",46685
25009223100,"Ipswich, Ipswich, MA",46685
17089854200,"Aurora, IL",46684
48439113626,"Bedford, TX",46683
17119403604,"Highland, IL",46683
41045970900,"Vale, OR",46683
51085321403,"Mechanicsville, VA",46681
36055014501,"Rochester, NY",46680
53067011720,"Olympia, WA",46679
26099225500,"Shelby charter Township, MI",46679
39061024001,"Cincinnati, OH",46679
42095015801,"Nazareth, PA",46678
39051040800,"Archbold, OH",46678
39049007044,"Worthington Highlands, Westerville, OH",46678
38097970200,"Mayville, ND",46677
9003416400,"New Britain, CT",46676
12035060214,"Palm Coast, FL",46676
6065042730,"Romoland, Menifee, CA",46675
18181958300,"Wolcott, IN",46675
36081000800,"Queens County, NY",46674
45045002608,"Greer, SC",46673
25013813401,"East Longmeadow, MA",46672
42101026900,"North Philadelphia, Philadelphia, PA",46671
48439111015,"Crowley, TX",46671
19135070300,"Albia, IA",46671
18097381002,"Perry Township, Indianapolis, IN",46668
27053027400,"Wayzata, MN",46666
12099001914,"Villages of Palm Beach Lakes, West Palm Beach, FL",46665
26145010501,"Saginaw Township South, Saginaw, MI",46662
6059042334,"Laguna Niguel, CA",46662
25001014800,"Falmouth, MA",46662
6053011202,"Greenfield, CA",46661
51153901010,"Montclair, VA",46660
42029304201,"Downingtown, PA",46659
55093960100,"Spring Valley, WI",46659
44001030901,"Bristol, RI",46658
28081950800,"Tupelo, MS",46658
37183054206,"Wake Forest, NC",46657
27139080301,"Shakopee, MN",46656
6073021500,"North City, San Diego, CA",46656
41005022603,"Caufield, Oregon City, OR",46656
51061930707,"Bealeton, VA",46655
6073021202,"Alpine, CA",46653
55133204003,"The Pines, Dousman, WI",46653
40027202008,"Moore, OK",46653
46099001106,"Sioux Falls, SD",46652
22033003804,"Baton Rouge, LA",46651
48453001859,"Manor, TX",46651
25013813801,"Holland, MA",46650
17031803702,"Palatine, IL",46650
24037875802,"Lexington Park, MD",46650
24003741000,"Severn, MD",46649
6111007607,"Moorpark, CA",46649
48183000200,"Longview, TX",46648
41037960200,"Lakeview, OR",46648
13135050308,"Norcross, GA",46648
34023006300,"Milltown, NJ",46647
47187050908,"Franklin, TN",46646
12086002705,"Edgewater, Miami, FL",46644
37183051800,"Five Points East, Raleigh, NC",46644
44007003700,"Fox Point, Providence, RI",46644
48003950400,"Andrews, TX",46643
40109108703,"Choctaw, OK",46642
6037267501,"West Los Angeles, Los Angeles, CA",46641
55133200102,"Menomonee Falls, WI",46641
49057210100,"Eden, UT",46640
40129960000,"Cheyenne, OK",46640
27145001001,"St. Cloud, MN",46640
48201540100,"Lakes On Eldridge North, Houston, TX",46638
22103041212,"Forest Brook, Mandeville, LA",46638
48135000300,"Odessa, TX",46637
32005001000,"Gardnerville, NV",46637
6059110604,"Buena Park, CA",46637
16005000500,"Pocatello, ID",46636
26161407000,"Superior Charter Township, MI",46635
48009020300,"Scotland, TX",46634
36029005201,"Parkside, Buffalo, NY",46634
55117010200,"Sheboygan Falls, WI",46634
48201252302,"Sterling Green, Channelview, TX",46634
17197883216,"Shorewood, IL",46634
15001021504,"Kailua-Kona, HI",46633
36119001504,"Southeast Yonkers, Yonkers, NY",46633
49057210204,"North Ogden, UT",46631
18085961500,"Leesburg, IN",46631
50023954600,"Montpelier, VT",46630
42011010802,"Sinking Spring, PA",46629
26125150300,"Bloomfield Hills, MI",46629
17067953900,"Dallas City, IL",46629
25025040600,"Charlestown, Boston, MA",46629
55025003200,"Eagle Heights Assembly, Madison, WI",46628
39093013100,"Avon, OH",46627
48201454900,"Westgreen Park, Katy, TX",46626
4013422510,"Sonoma Ranch, Gilbert, AZ",46626
42011000500,"Reading, PA",46624
22051024001,"River Ridge, LA",46624
42125773200,"Monongahela, PA",46624
46083010400,"Beresford, SD",46620
4013082021,"Westwind, Avondale, AZ",46619
19087970300,"Mount Pleasant, IA",46617
6111007904,"Simi Valley, CA",46615
13117130605,"Cumming, GA",46615
16005001900,"Lava Hot Springs, ID",46614
15003008302,"Ewa, Ewa Beach, HI",46614
6037620501,"North Redondo, Redondo Beach, CA",46614
26049010503,"Flint, MI",46613
27101900300,"Slayton, MN",46613
48135000500,"Odessa, TX",46612
6013303201,"Antioch, CA",46610
24005402404,"Gwynn Oak, Lochearn, MD",46610
35049010603,"Santa Fe, NM",46609
4013217400,"Old Town Scottsdale, Scottsdale, AZ",46609
27053025701,"West Bloomington, Bloomington, MN",46609
8005005633,"Littleton, CO",46607
6037670407,"Rancho Palos Verdes, CA",46606
55015020700,"Appleton, WI",46606
34007603505,"Ashland, Cherry Hill, NJ",46605
48029152201,"San Antonio, TX",46605
18091041100,"Michigan City, IN",46605
54001965600,"Philippi, WV",46605
20159967300,"Sterling, KS",46603
41067031615,"Cooper Mountain - Aloha North, Aloha, OR",46603
27019090301,"Waconia, MN",46603
39061021303,"Cincinnati, OH",46602
48201232403,"Houston, TX",46601
20173010111,"Bel Aire, KS",46601
36085022300,"Richmond County, NY",46601
53033006100,"Seattle, WA",46601
6037901008,"Lancaster, CA",46600
55025012700,"Mount Horeb, WI",46599
6037274100,"Venice, Marina del Rey, CA",46598
17031802300,"Glenview, IL",46597
42101036301,"Northeast Philadelphia, Philadelphia, PA",46596
36027080201,"Poughkeepsie, NY",46596
9007590100,"Higganum, Haddam, CT",46595
6001437300,"Southgate, Hayward, CA",46595
18007100200,"Fowler, IN",46595
4013422609,"Pioneer Estates II, Mesa, AZ",46595
49029970200,"Morgan, UT",46594
6037920041,"Santa Clarita, CA",46593
34021003100,"Lawrenceville, Lawrence Township, NJ",46593
24031704100,"Kensington, MD",46593
25017336401,"Melrose, MA",46592
45089970501,"Kingstree, SC",46592
27171100802,"Saint Michael, MN",46591
27053021001,"Valley Place, Minneapolis, MN",46591
48329010112,"Polo Park, Midland, TX",46591
48029191405,"Castle Hills Forest, San Antonio, TX",46591
40143003200,"Maple Ridge North, Tulsa, OK",46591
29077004500,"Springfield, MO",46590
42127960200,"Lakewood, PA",46589
6067007431,"Antelope Vista, Antelope, CA",46589
6073015000,"La Mesa, CA",46588
17097866000,"Wadsworth, IL",46587
48415950300,"Snyder, TX",46586
42111020900,"Friedens, PA",46586
6019006405,"Clovis, CA",46586
42003484500,"Munhall, PA",46585
17043845601,"Downers Grove, IL",46584
27025110100,"Rush City, MN",46583
31003979700,"Neligh, NE",46583
25005641800,"Fall River, MA",46582
1073010705,"Birmingham, AL",46582
9003405100,"Federal Hill, Bristol, CT",46581
39113021400,"Kettering, OH",46580
6073003209,"Bay Terraces, San Diego, CA",46579
37107010800,"Kinston, NC",46578
17197880602,"Lockport, IL",46578
49035111002,"Cottonwood Heights, UT",46577
29173470300,"Center, MO",46577
18003010706,"Fort Wayne, IN",46576
31157953300,"Scottsbluff, NE",46576
26099231100,"Sterling Heights, MI",46576
2130000100,"Ketchikan, AK",46575
55067960400,"Antigo, WI",46573
48441013402,"Far Southside, Abilene, TX",46572
17031410600,"Hyde Park, Chicago, IL",46571
55009020203,"Suamico, WI",46571
6037570901,"Lakewood, CA",46571
42011013900,"Lenhartsville, PA",46571
49049001402,"Carterville, Provo, UT",46570
1003011201,"Fairhope, AL",46569
6037650401,"Madrona, Torrance, CA",46568
25017385202,"Ashland, MA",46567
49035104300,"Sugar House, Salt Lake City, UT",46567
17179022000,"Minier, IL",46563
6065042510,"Moreno Valley, CA",46563
40139950800,"Guymon, OK",46563
32003005804,"Peccole Ranch, Las Vegas, NV",46562
55141010100,"Auburndale, WI",46562
48113016523,"Cedar Hill, TX",46561
17031210601,"Avondale, Chicago, IL",46561
51095080304,"Williamsburg, VA",46560
55019950400,"Greenwood, WI",46559
25021416300,"Milton, MA",46558
21111008300,"Tyler Park, Louisville, KY",46557
17089852101,"St. Charles, IL",46557
48201430900,"Westside, Houston, TX",46556
19113000207,"Cedar Rapids, IA",46556
24021767600,"Keymar, MD",46556
40019892200,"Graham, OK",46554
6037104105,"Pacoima, Los Angeles, CA",46554
9003492500,"Wethersfield, CT",46553
36081065703,"Queens County, NY",46553
48121021616,"Far North Dallas, Dallas, TX",46552
51059461802,"Oakton, VA",46551
37183052602,"North Hills, Raleigh, NC",46550
25005652000,"New Bedford, MA",46549
45019004606,"Mount Pleasant, SC",46548
31055007312,"North Central Omaha, Omaha, NE",46547
24021751901,"Summerfield, New Market, MD",46546
48355002002,"Central City, Corpus Christi, TX",46545
48439102800,"Mistletoe Heights, Fort Worth, TX",46545
8005006705,"Englewood, CO",46544
48085031715,"Far North Dallas, Dallas, TX",46544
38073969100,"Lisbon, ND",46544
24021751202,"Whittier, Frederick, MD",46543
26099260900,"Warren, MI",46543
6037190401,"Central LA, Los Angeles, CA",46543
42003470400,"Pittsburgh, PA",46542
6077005122,"Manteca, CA",46541
4005000900,"Flagstaff, AZ",46541
6037650701,"Southwood, Torrance, CA",46541
30073977000,"Conrad, MT",46541
6005000402,"Pine Grove, CA",46540
24025303101,"Bel Air, MD",46540
36103158206,"Port Jefferson, NY",46539
16005001700,"Pocatello, ID",46539
6071007000,"Colton, CA",46539
9001110400,"Shelton, CT",46539
12099004203,"Palm Springs, FL",46538
37147000202,"Greenville, NC",46537
25011040600,"Shutesbury, MA",46536
49057210402,"Farr West, UT",46536
36059413700,"Baldwin, NY",46534
41067031904,"Bull Mountain, Tigard, OR",46533
49035113019,"Ivory Crossing, South Jordan, UT",46533
6085509302,"Monta Loma, Mountain View, CA",46532
9013530302,"Vernon, CT",46532
13219030400,"Watkinsville, GA",46531
51710002400,"Larchmont/Edgewater, Norfolk, VA",46531
42081011100,"Williamsport, PA",46530
48121021623,"Northwest Carrollton, Carrollton, TX",46530
42017105206,"Newtown, PA",46530
42071010300,"Manheim, PA",46529
48029191408,"North Central, San Antonio, TX",46529
6037432602,"El Monte City, El Monte, CA",46529
48453001304,"Zilker, Austin, TX",46528
12071060203,"Fort Myers Beach, FL",46527
48201541203,"Copperfield Southdown Village, Houston, TX",46527
48201452801,"Alief, Houston, TX",46526
55009021304,"Green Bay, WI",46526
19139050300,"West Liberty, IA",46525
48029191804,"Far North Central, San Antonio, TX",46523
40141070100,"Frederick, OK",46522
17167001001,"Springfield, IL",46522
24005492102,"Parkville, MD",46522
6037139401,"Tarzana, Los Angeles, CA",46522
6065043271,"Wildomar, CA",46521
51059420400,"Alexandria, VA",46520
41029000404,"Medford, OR",46520
6059042307,"Laguna Hills, CA",46519
16035970100,"Orofino, ID",46519
56037970500,"Green River, WY",46518
12011080406,"Fort Lauderdale, FL",46517
53033005000,"Wallingford, Seattle, WA",46517
36103158803,"Holtsville, NY",46517
36047049900,"Kings County, NY",46517
41067030806,"Metzger, Tigard, OR",46516
31083964200,"Orleans, NE",46516
4019410503,"Tucson, AZ",46516
39045030200,"Fairfield County, OH",46514
39061004500,"Mount Washington, Cincinnati, OH",46514
27003050609,"Coon Rapids, MN",46514
8051963700,"Gunnison, CO",46514
18141011505,"Granger, IN",46513
27163071013,"Saint Paul, MN",46513
42045406202,"Brookhaven, PA",46512
37179020313,"Matthews, NC",46512
33011002701,"Goffstown, NH",46510
40083600700,"Crescent, OK",46509
27003050114,"Oak Grove, MN",46508
6029001201,"East Bakersfield, Bakersfield, CA",46507
25017312502,"Belvidere, Lowell, MA",46507
55079000900,"Town & Country Manor, Milwaukee, WI",46507
36047028200,"Kings County, NY",46506
26099225400,"Shelby charter Township, MI",46506
26093743900,"Pinckney, MI",46504
8031015300,"Denver, CO",46503
39057220100,"Bellbrook, OH",46503
34021002702,"Hamilton Township, NJ",46503
12105015404,"Babson Park, FL",46503
48201413202,"Braeswood Place, Houston, TX",46502
36103201001,"East Hampton, NY",46502
48113012204,"White Rock Hills, Dallas, TX",46500
17031807600,"Skokie, IL",46500
6073020805,"Ramona, Ramona, CA",46500
22097960800,"Eunice, LA",46499
18003010202,"Leo, Leo-Cedarville, IN",46498
49005001402,"Hyrum, UT",46497
42129802400,"Jeannette, PA",46496
6065041102,"La Sierra Acres, Riverside, CA",46496
6061021034,"Highland Reserve, Roseville, CA",46496
12127080400,"Atwood Lane, Ormond Beach, FL",46496
25005612200,"Raynham, MA",46496
47037018904,"Nashville, TN",46495
34003046300,"Ridgefield Park, NJ",46495
23031005400,"Saco, ME",46494
27053026103,"Hopkins, MN",46494
27053022000,"Blackstone, Minneapolis, MN",46494
6065042724,"Menifee, CA",46493
6013360102,"El Sobrante Hills, Richmond, CA",46491
8067970600,"Bayfield, CO",46490
6001450501,"Dublin, CA",46489
48139060801,"Midlothian, TX",46488
39035141500,"Cleveland Heights, OH",46487
39035189107,"Westlake, OH",46486
31167962200,"Stanton, NE",46486
37129012009,"Eagles Nest, Wilmington, NC",46486
27025110401,"Wyoming, MN",46486
48029181505,"Northwest Side, San Antonio, TX",46485
51153901231,"Manassas, VA",46485
6059087002,"Southwest Anaheim, Anaheim, CA",46485
4019004429,"Continental Reserve, Tucson, AZ",46484
17027900402,"Carlyle, IL",46482
24021752602,"Jefferson, MD",46482
20091051500,"Ridgewood, Prairie Village, KS",46482
36067016002,"Syracuse, NY",46481
29189220501,"St. Louis, MO",46481
51810042202,"North Central, Virginia Beach, VA",46481
12011060609,"Plantation, FL",46480
48201240400,"Houston, TX",46480
26065005700,"Williamston, MI",46479
53073000805,"Bellingham, WA",46477
42079216900,"Luzerne County, PA",46476
12057013003,"Plant City, FL",46475
5107480600,"Elaine, AR",46475
49043964306,"Park City, UT",46474
17031824106,"Orland Park, IL",46474
42129802304,"Harrison City, PA",46473
37081016003,"Greensboro, NC",46473
48453001817,"North Shoal Creek, Austin, TX",46472
31055007311,"North Central Omaha, Omaha, NE",46471
19033951600,"Mason City, IA",46470
40143007615,"Hidden Valley, Tulsa, OK",46470
36055011503,"Rochester, NY",46470
12031014702,"Arlington, Jacksonville, FL",46469
53061053604,"Granite Falls, WA",46469
12011060119,"Sunrise, FL",46468
48471790300,"Huntsville, TX",46467
36059413200,"Oceanside, NY",46467
27139080302,"Shakopee, MN",46467
39039958100,"Defiance, OH",46467
6037552302,"Norwalk, CA",46467
6065042411,"Moreno Valley, CA",46466
39169003300,"Dalton, OH",46466
32007950800,"Elko, NV",46465
18027954500,"Loogootee, IN",46463
29189221302,"Concord, St. Louis, MO",46463
36103122901,"West Babylon, NY",46463
6037480202,"San Gabriel, CA",46462
25009263100,"West Newbury, MA",46461
6079010703,"Los Osos, Baywood-Los Osos, CA",46460
53011040908,"Felida-Starcrest, Vancouver, WA",46460
25023524102,"West Bridgewater, MA",46460
26089970400,"Empire, MI",46459
51510200302,"Seminary Hill, Alexandria, VA",46459
35043010717,"Rio Rancho, NM",46459
48245001301,"Beaumont, TX",46458
9011650100,"Lyme, CT",46458
49035114200,"West Jordan, UT",46457
47035970602,"Crossville, TN",46455
42065950400,"Brookville, PA",46455
17061973600,"Greenfield, IL",46454
34021004501,"Princeton, NJ",46453
6073009604,"Allied Gardens, San Diego, CA",46452
48201531200,"Northside, Houston, TX",46452
26099268200,"New Baltimore, MI",46450
22019002300,"Sulphur, LA",46448
42003475102,"Bethel Park, PA",46448
17031810400,"Park Ridge, IL",46447
48145000800,"Marlin, TX",46447
17031411000,"South Side, Chicago, IL",46447
17201000513,"Rockford, IL",46447
12086000122,"Aventura, FL",46445
39173021901,"Bowling Green, OH",46445
26099232400,"Sterling Heights, MI",46445
51059416000,"Alexandria, VA",46444
17097861106,"Grayslake, IL",46442
13121011423,"Roswell, GA",46442
39153532901,"Cuyahoga Falls, OH",46440
28033070620,"Deerchase, Southaven, MS",46438
24003702206,"Crofton, MD",46438
49035112100,"Murray, UT",46438
48151950400,"Rotan, TX",46437
6059110116,"La Palma, CA",46437
48303002202,"Lubbock, TX",46437
33013044200,"Hooksett, NH",46436
6059088501,"Garden Grove, CA",46435
4013811500,"Chandler, AZ",46435
39017011116,"Butler County, OH",46434
6037404802,"Baldwin Park, CA",46434
12105013500,"Winter Haven, FL",46434
42003151700,"Greenfield, Pittsburgh, PA",46434
48185180301,"Anderson, TX",46434
