tract,Name,Household_Income_at_Age_35_rW_gM_p25
55133201202,"Black Forest Knoll, Brookfield, WI",42947
22099020301,"Breaux Bridge, LA",42947
48453000206,"Allandale, Austin, TX",42946
37119003011,"Beverly Woods, Charlotte, NC",42946
17043841113,"Bloomingdale, IL",42945
6037930200,"Los Angeles County, CA",42945
55123960200,"La Farge, WI",42944
42079217600,"Hazleton, PA",42944
27095170500,"Milaca, MN",42943
12095016002,"Winter Park, FL",42943
22109000500,"Houma, LA",42942
35049001002,"Santa Fe, NM",42942
48245000302,"Beaumont, TX",42941
9009180400,"North End, East Haven, CT",42941
48201254200,"Goose Creek, Baytown, TX",42941
8069000802,"Highlander Heights, Fort Collins, CO",42939
50011011000,"East Fairfield, Fairfax, VT",42939
36055001000,"East Avenue, Rochester, NY",42939
48439111312,"Mansfield, TX",42939
6037621324,"South Redondo, Redondo Beach, CA",42938
55079130200,"Hales Corners, WI",42938
27139081000,"Prior Lake, MN",42938
32003003222,"Summerlin, Las Vegas, NV",42937
42125742200,"Washington, PA",42937
25017366100,"Cochituate, Wayland, MA",42937
55079021100,"Town of Lake, Milwaukee, WI",42937
6065042003,"Riverside, CA",42936
22051022700,"Metairie, LA",42934
51015070300,"Mount Sidney, VA",42934
6059087300,"Anaheim Colony Historic District, Anaheim, CA",42933
34009020700,"Cape May County, NJ",42932
26099232000,"Sterling Heights, MI",42930
29183311124,"Saint Charles, MO",42930
26139020503,"Spring Lake, MI",42930
53021020502,"Pasco, WA",42928
34005704011,"Marlton, Evesham Township, NJ",42927
6073016614,"Santee, CA",42927
40017301300,"Southwest Oklahoma City, Yukon, OK",42926
48463950500,"Uvalde, TX",42926
15003007100,"Hickam Field, Honolulu, HI",42926
39003013900,"Delphos, OH",42925
29019001103,"Columbia, MO",42924
27005450500,"Detroit Lakes, MN",42924
28007060200,"Kosciusko, MS",42924
48423001803,"Tyler, TX",42923
34023005100,"New Brunswick, NJ",42922
12099007705,"Wellington, FL",42922
6079011600,"San Luis Obispo, CA",42922
41035970600,"Malin, OR",42922
9007560100,"Portland, Portland, CT",42922
49049001802,"Joaquin, Provo, UT",42921
8005006501,"Littleton, CO",42921
34017010100,"Bayonne, NJ",42920
8067971000,"Durango, CO",42919
24005402506,"Randallstown, MD",42919
48201554600,"Lakewood Forest, Tomball, TX",42918
40109108504,"Northwest Oklahoma City, Oklahoma City, OK",42917
49021110701,"Cedar City, UT",42917
6111006400,"Thousand Oaks, CA",42916
17111871004,"Marengo, IL",42916
22057020900,"Raceland, LA",42916
49035104000,"Bonneville Hills, Salt Lake City, UT",42915
27053103700,"Saint Anthony Main, Minneapolis, MN",42914
8069000100,"Old Town, Fort Collins, CO",42913
8045952002,"Rifle, CO",42913
12086004102,"Venetian Islands, Miami Beach, FL",42911
6075025401,"Bernal Heights, San Francisco, CA",42911
27053106000,"Phillips, Minneapolis, MN",42910
25021402300,"Dedham, MA",42909
53007960200,"Leavenworth, WA",42909
48237950300,"Jacksboro, TX",42908
53061051602,"Lynnwood, WA",42908
22033004006,"South Baton Rouge, Baton Rouge, LA",42906
39137030600,"Columbus Grove, OH",42906
26099217000,"New Haven, MI",42906
42105950200,"Shinglehouse, PA",42905
22051020507,"Kenner, LA",42905
20113788400,"McPherson, KS",42905
23005004701,"Gray, ME",42905
55073002100,"Marshfield, WI",42904
6017030808,"Cameron Park, CA",42904
6037400800,"Azusa, CA",42904
12057013919,"Boyette, Riverview, FL",42904
26021001100,"Saint Joseph, MI",42904
12011010402,"Deerfield Beach, FL",42903
13135050537,"Duluth, GA",42903
34005702806,"Willingboro, NJ",42902
27145010102,"Sartell, MN",42902
51161030600,"Roanoke, VA",42902
4021001705,"Maricopa, AZ",42901
6071002103,"Rancho Cucamonga, CA",42901
48113002400,"Dallas, TX",42900
19153011027,"West Des Moines, IA",42900
6037106010,"Sylmar, Los Angeles, CA",42900
39049006944,"Northgate, Columbus, OH",42899
5031000801,"Jonesboro, AR",42897
26093710100,"Fenton, MI",42897
25017387202,"Holliston, MA",42896
26163561900,"Plymouth, MI",42895
34029715800,"Lakewood, Lakewood Township, NJ",42895
36085002900,"Richmond County, NY",42895
8059009839,"Ralston Valley, Arvada, CO",42894
51127700200,"Quinton, VA",42894
27009021101,"Sauk Rapids, MN",42893
8041003708,"Northwest Colorado Springs, Colorado Springs, CO",42893
49049000706,"Bonneville, Orem, UT",42892
55089640200,"Grafton, WI",42891
48201552101,"Wortham Grove, Houston, TX",42890
36065023000,"Rome, NY",42890
48251130215,"Burleson, TX",42888
25017318300,"Westford, MA",42888
51059452802,"Bailey's Crossroads, VA",42887
13121011618,"Alpharetta, GA",42887
31109001600,"Woods Park, Lincoln, NE",42886
37119003105,"Quail Hollow, Charlotte, NC",42885
34009020203,"Ocean City, NJ",42884
6001430900,"Castro Valley, CA",42884
46035962700,"Mitchell, SD",42884
39035190503,"Cuyahoga County, OH",42883
17037000300,"Malta, IL",42882
39043040500,"Huron, OH",42882
1117030316,"Pelham, AL",42882
34007603602,"Barclay-Kingston, Cherry Hill, NJ",42881
4013061026,"Surprise Farms, Surprise, AZ",42880
6065040405,"Pedley, Riverside, CA",42880
6059042305,"Laguna Beach, CA",42880
53033030309,"Federal Way, WA",42880
22071011700,"Uptown/Carrollton, New Orleans, LA",42880
34017032400,"West New York, NJ",42879
49035112613,"Sandy, UT",42879
48453000700,"Downtown, Austin, TX",42879
6037503302,"East Whitter, Whittier, CA",42878
33011002902,"Bedford, NH",42877
8123000402,"Greeley, CO",42877
48405950300,"Broaddus, TX",42877
34039030702,"Elizabeth, NJ",42877
48451001101,"San Angelo, TX",42876
48337950400,"Bowie, TX",42876
22035000100,"Lake Providence, LA",42875
8001008402,"Strasburg, CO",42875
16003950200,"Council, ID",42874
36083041200,"Troy, NY",42873
20045000604,"Deerfield, Lawrence, KS",42873
36081014500,"Queens County, NY",42873
41003010300,"Philomath, OR",42873
6029005401,"Ridgecrest, CA",42872
39169001900,"Shreve, OH",42872
17031809400,"Evanston, IL",42872
18003011205,"New Haven, IN",42871
36081001200,"Queens County, NY",42869
25017351300,"Prospect Hill, Somerville, MA",42868
6073019001,"Fallbrook, CA",42868
22053000300,"Welsh, LA",42867
42045409100,"Havertown, PA",42865
18083955200,"Bruceville, IN",42864
17031823102,"Worth, IL",42864
48201332800,"Golfcrest, Houston, TX",42863
19029190100,"Wiota, IA",42863
28085950300,"Brookhaven, MS",42863
46103010600,"Rapid City, SD",42862
48069950200,"Dimmitt, TX",42862
53033002800,"Northwest Seattle, Seattle, WA",42862
17031818700,"Brookfield, IL",42861
6037125502,"North Hollywood, Los Angeles, CA",42861
19183960500,"Ainsworth, IA",42859
34005700303,"Cinnaminson, NJ",42859
22019001904,"Lake Charles, LA",42858
24047950400,"Ocean City, MD",42858
6037402703,"Westmont, Pomona, CA",42857
27053026104,"Hopkins, MN",42857
53001950200,"Lind, WA",42857
27023950400,"Clara City, MN",42857
48491020411,"Milwood, Austin, TX",42857
4005001500,"Mormon Lake, AZ",42855
39061020812,"Cincinnati, OH",42855
36103158206,"Port Jefferson, NY",42853
6073013312,"Chula Vista, CA",42853
6037554514,"Cerritos, CA",42852
34013007100,"Ironbound District, Newark, NJ",42851
26103002600,"Gwinn, MI",42851
17135958000,"Hillsboro, IL",42850
39061024400,"Cincinnati, OH",42850
36103122902,"West Babylon, NY",42850
6073017502,"Encinitas, CA",42849
47157021331,"Balmoral, Memphis, TN",42849
6095252913,"Vacaville, CA",42849
42013100800,"Altoona, PA",42849
11001000701,"Cathedral Heights, Washington, DC",42848
12085000502,"Sewall's Point, FL",42848
6073008346,"Sorrento Valley, San Diego, CA",42848
27049080102,"Red Wing, MN",42847
17091012200,"Kankakee, IL",42847
36081051100,"Queens County, NY",42847
36067005000,"Southside, Syracuse, NY",42846
49049000710,"Northridge, Orem, UT",42846
36061004900,"Lower Manhattan, New York, NY",42845
17031824122,"Tinley Park, IL",42844
6085505700,"Santa Clara, CA",42844
29107090300,"Waverly, MO",42843
48339691500,"Grogan's Mill, Spring, TX",42843
48113014119,"Coppell, TX",42843
8105977000,"Del Norte, CO",42843
9015901100,"Woodstock, CT",42842
36055011902,"Fairport, NY",42841
12021010405,"Urban Estates, Naples, FL",42838
12115002715,"Venice, FL",42838
25003934200,"West Stockbridge, MA",42837
36085027706,"Richmond County, NY",42837
28153950300,"Waynesboro, MS",42836
19045001200,"Bryant, IA",42836
34023007303,"Parlin, Sayreville, NJ",42833
48491020328,"Cedar Park, TX",42833
30111000705,"Heights, Billings, MT",42832
34027045402,"Landing, Roxbury Township, NJ",42832
17031100300,"Norwood Park, Chicago, IL",42831
6067007010,"North Sacramento, Sacramento, CA",42830
24031701315,"Olney, MD",42830
6085504323,"Berryessa, San Jose, CA",42830
56029965200,"Powell, WY",42829
40149965100,"New Cordell, OK",42829
34017000600,"The Heights, Jersey City, NJ",42829
26125193700,"Rochester Hills, MI",42829
12011110322,"Miramar, FL",42828
17111870604,"McHenry, IL",42828
39169001700,"Apple Creek, OH",42827
6001401100,"Temescal, Oakland, CA",42827
36065025700,"Waterville, NY",42825
8005087100,"Dayton Triangle, Aurora, CO",42824
17031150600,"Portage Park, Chicago, IL",42823
34003039100,"Oakland, NJ",42823
6071009202,"Lytle Creek, CA",42823
39049006394,"Western Hills, Powell, OH",42822
27145011000,"Paynesville, MN",42822
39035176200,"Cuyahoga County, OH",42820
51085321202,"Mechanicsville, VA",42820
27013170100,"Eagle Lake, MN",42819
17097864901,"Deerfield, IL",42819
6053010305,"Salinas, CA",42819
35043010722,"Rio Rancho, NM",42817
48215024105,"Alton, TX",42816
19073080200,"Jefferson, IA",42816
9001245500,"Ridgefield, CT",42814
51059431801,"Burke, VA",42814
55131420104,"West Bend, WI",42813
6019004215,"Fresno, CA",42813
6083002708,"Lompoc, CA",42812
26147643000,"East China, MI",42811
26125166000,"Farmington Hills, MI",42811
34017014101,"North Bergen, NJ",42810
18073100902,"De Motte, IN",42809
51099040100,"King George, VA",42809
17167000201,"Springfield, IL",42809
16051960400,"Rigby, ID",42809
30001000200,"Dillon, MT",42808
42091203602,"Norristown, PA",42807
34005700408,"Maple Shade Township, NJ",42807
42091206102,"Phoenixville, PA",42806
25027716100,"Clinton, Clinton, MA",42805
48245006900,"Port Arthur, TX",42805
36059520300,"Bethpage, NY",42804
54061010902,"Morgantown, WV",42804
13135050429,"Lilburn, GA",42804
27001770100,"Palisade, MN",42802
29095004600,"Volker, Kansas City, MO",42802
6059110114,"Cypress, CA",42801
22053000400,"Jennings, LA",42801
39059977700,"Cambridge, OH",42800
40031000403,"Lawton, OK",42799
24031703208,"Silver Spring, MD",42799
24033800215,"Laurel, MD",42798
41071031000,"Amity, OR",42798
8041000101,"East Colorado Springs, Colorado Springs, CO",42798
9003416000,"New Britain, CT",42798
36059413001,"Oceanside, NY",42796
51059420502,"Alexandria, VA",42796
22051028000,"Marrero, LA",42794
34023007909,"Matawan, NJ",42793
56029965500,"Cody, WY",42792
40039960600,"Weatherford, OK",42791
30029000300,"Whitefish, MT",42791
30013002100,"Great Falls, MT",42790
49049002206,"Provo Bay, Provo, UT",42790
26093713700,"Howell, MI",42789
8013012701,"Boulder, CO",42789
36083052003,"Troy, NY",42788
17031828300,"Thornton, IL",42788
50025968100,"Whitingham, VT",42788
36067016502,"Marcellus, NY",42788
53033023601,"Wilburton, Bellevue, WA",42788
53033029403,"Kent, WA",42788
8069001808,"Loveland, CO",42787
1131034800,"Camden, AL",42786
8069001608,"Fossil Lake, Fort Collins, CO",42786
42071012102,"Lititz, PA",42786
51087200129,"Glen Allen, VA",42785
25023530600,"Plymouth, MA",42784
6037134710,"Canoga Park, Los Angeles, CA",42784
6037122000,"North Hollywood, Los Angeles, CA",42784
36055013604,"Rochester, NY",42784
16065950500,"Rexburg, ID",42783
31145963300,"McCook, NE",42782
12099000407,"Jupiter, FL",42782
17187870200,"Roseville, IL",42782
8107000300,"Oak Creek, CO",42780
17031824108,"Orland Hills, IL",42779
6075060100,"Presidio, San Francisco, CA",42779
12071010305,"Lochmoor Waterway Estates, North Fort Myers, FL",42779
37147001401,"Ayden, NC",42779
42045403200,"Aldan, PA",42777
41003000400,"Corvallis, OR",42777
34025810402,"East Freehold, Freehold, NJ",42777
49035112814,"Sandy, UT",42775
53033021400,"Lake Forest Park, WA",42774
42091203204,"Center Square, PA",42773
26075006401,"Concord, MI",42773
42079210600,"Pittston, PA",42773
30099000100,"Dutton, MT",42773
6001421900,"Northwest Berkeley, Berkeley, CA",42773
42011011903,"Douglassville, PA",42771
55087012700,"Hortonville, WI",42769
53077002200,"Zillah, WA",42769
8005085500,"Centennial, CO",42769
17031151100,"Portage Park, Chicago, IL",42767
48055960200,"Lockhart, TX",42767
9009186200,"Northford, CT",42767
22071001748,"New Orleans East Area, New Orleans, LA",42767
42005951200,"Armstrong County, PA",42766
39165031903,"Mason, OH",42764
36077591200,"Oneonta, NY",42763
55085970900,"Hazelhurst, WI",42763
39169001800,"Wooster, OH",42763
34025800400,"Leonardo, Middletown, NJ",42763
42043024700,"Dauphin, PA",42761
21067003906,"Andover Forest, Lexington, KY",42761
6065043229,"Murrieta, CA",42761
48039662300,"Angleton, TX",42761
35045000607,"Farmington, NM",42761
53065950600,"Colville, WA",42759
25027753200,"Oxford, Oxford, MA",42758
12103027321,"Woodfield, Tarpon Springs, FL",42758
49005000401,"North Logan, UT",42757
6065044923,"Cathedral City, CA",42756
24033807408,"Beltsville, MD",42756
17031831500,"Belmont Cragin, Chicago, IL",42756
39049006230,"Dublin, OH",42754
55087011501,"Appleton, WI",42754
53061052604,"Lake Stevens, WA",42754
34001012100,"Pleasantville, NJ",42753
32031002106,"Mira Loma, Reno, NV",42753
6037400207,"Bonita, La Verne, CA",42752
36109001100,"Ithaca, NY",42752
24021752101,"Ijamsville, MD",42752
36055011205,"Webster, NY",42751
18157005101,"West Lafayette, IN",42751
22095070300,"LaPlace, LA",42750
20015020902,"Rose Hill, KS",42748
17143004902,"Hanna City, IL",42748
26091060301,"Tipton, MI",42746
47157021126,"Cordova, Memphis, TN",42746
36111952600,"Ulster Park, NY",42745
34017014300,"North Bergen, NJ",42745
23031024500,"Lyman, ME",42744
8031004004,"Southeast, Denver, CO",42744
48451001708,"San Angelo, TX",42744
36081052500,"Queens County, NY",42742
37025041501,"Harrisburg, NC",42742
8035013910,"Parker, CO",42741
16047960100,"Gooding, ID",42741
51041100819,"Richmond, VA",42739
37049961202,"Havelock, NC",42739
18129040100,"Poseyville, IN",42739
25017316300,"Billerica, MA",42738
26163582100,"Southgate, MI",42737
27103480300,"Saint Peter, MN",42736
12101031704,"Tall Pines At River Ridge, New Port Richey, FL",42736
24041960201,"Easton, MD",42735
53021020700,"Pasco, WA",42734
12099007808,"Loxahatchee, FL",42734
42101020600,"East Falls, Philadelphia, PA",42734
55093960300,"River Falls, WI",42734
34023000404,"Piscataway Township, NJ",42733
39169003300,"Dalton, OH",42733
49035112201,"Murray, UT",42733
24005401400,"Catonsville, MD",42733
26125197701,"Troy, MI",42732
9001043100,"Norwalk, CT",42732
18089042402,"Merrillville, IN",42731
17097861508,"Gurnee, IL",42731
27039950400,"Hayfield, MN",42730
6037276000,"Westchester, Los Angeles, CA",42730
19075960300,"Grundy Center, IA",42729
18089041002,"Griffith, IN",42729
53033025005,"Newcastle, WA",42729
42101035100,"Northeast Philadelphia, Philadelphia, PA",42728
34021001300,"Cadwalader & Hillcrest, Trenton, NJ",42727
6073019702,"Vista, CA",42727
51183870100,"Stony Creek, VA",42727
48085031636,"Spring Crk Pkwy Estates, Plano, TX",42726
8077001703,"Grand Junction, CO",42726
26081012703,"Ridgebrook, Kentwood, MI",42726
42021011900,"Northern Cambria, PA",42726
6065042742,"Menifee, CA",42726
42003564200,"White Oak, PA",42725
48201240400,"Houston, TX",42725
51041101004,"Chesterfield, VA",42725
1089002922,"Huntsville, AL",42723
51510201202,"Potomac West, Alexandria, VA",42723
15003010507,"Kaneohe, HI",42722
6071006604,"Colton, CA",42721
53057951100,"Concrete, WA",42721
26099225500,"Shelby charter Township, MI",42721
6059032037,"Mission Viejo, CA",42716
42003525100,"Upper Oakmont, Oakmont, PA",42716
48049950100,"May, TX",42716
6095253206,"Vacaville, CA",42716
27041450100,"Miltona, MN",42713
26099251900,"Saint Clair Shores, MI",42712
12011020314,"Coral Springs, FL",42712
25017335400,"Wakefield, MA",42711
19163013706,"Bettendorf, IA",42711
55079000102,"Land Bank, Milwaukee, WI",42709
18089043401,"Lowell, IN",42709
36119014805,"Yorktown Heights, NY",42709
40083600700,"Crescent, OK",42708
42033331401,"Curwensville, PA",42708
22067950700,"Collinston, LA",42707
46011958803,"Brookings, SD",42707
19065080100,"West Union, IA",42706
37119005716,"Marshbrooke, Matthews, NC",42706
47157021732,"Memphis, TN",42704
27057070700,"Park Rapids, MN",42703
22097960500,"Arnaudville, LA",42703
25017370101,"Watertown, MA",42702
50023954700,"Montpelier, VT",42701
27109001601,"Rochester, MN",42701
34013016800,"Montclair, NJ",42701
24033803607,"Lanham, MD",42701
48251130602,"Cleburne, TX",42699
16085970100,"Cascade, ID",42699
34023004300,"Perth Amboy, NJ",42699
55065970100,"Blanchardville, WI",42698
25017351403,"East Somerville, Somerville, MA",42697
26093712602,"Howell, MI",42696
22061960100,"Dubach, LA",42695
6059063907,"South Coast Metro, Costa Mesa, CA",42695
25023503101,"Hanover, MA",42695
12099000208,"West Palm Beach, FL",42695
6029001802,"Park Stockdale, Bakersfield, CA",42695
53001950400,"Othello, WA",42694
55079091100,"Wauwatosa, WI",42694
6085507001,"Los Gatos, CA",42694
8073961800,"Hugo, CO",42694
19067480100,"Charles City, IA",42693
48113013624,"Far North Dallas, Dallas, TX",42693
26021020600,"Niles, MI",42691
55039042200,"Kewaskum, WI",42690
49035112612,"Sandy, UT",42690
6077005206,"Tracy, CA",42690
26081011901,"Ada, MI",42689
32003005321,"Green Valley South, Henderson, NV",42688
37037020105,"Chapel Hill, NC",42688
55089610101,"Fredonia, WI",42687
25015820700,"Amherst, MA",42687
4003000400,"Tombstone, AZ",42686
42091200708,"Hatfield, PA",42686
25011040400,"Wendell, MA",42685
37179020311,"Indian Trail, NC",42684
36087013003,"Orangeburg, NY",42684
39049007951,"Dexter Falls, Columbus, OH",42683
55075960900,"Marinette, WI",42683
19113001500,"Cedar Rapids, IA",42683
55097960600,"Amherst Junction, WI",42682
51107610400,"Leesburg, VA",42682
41051007000,"Northwest Heights, Portland, OR",42682
42077006304,"Allentown, PA",42681
12021010415,"Urban Estates, Naples, FL",42681
1107050100,"Reform, AL",42680
26163558400,"Livonia, MI",42680
27049080700,"Kenyon, MN",42679
30111000702,"Heights, Billings, MT",42679
53071920000,"Burbank, WA",42677
42011012103,"Birdsboro, PA",42677
39061022101,"Cincinnati, OH",42677
6037462400,"Bungalow Heaven, Pasadena, CA",42677
25025090700,"Dorchester, Boston, MA",42677
27003050608,"Coon Rapids, MN",42676
39035189109,"Westlake, OH",42676
44007014502,"Cranston, RI",42676
51810042201,"North Central, Virginia Beach, VA",42675
18073100901,"Wheatfield, IN",42674
25017315402,"Tewksbury, MA",42674
17179021606,"Morton, IL",42674
49011125600,"Clearfield, UT",42673
19091970300,"Humboldt, IA",42673
6073020806,"Ramona, Ramona, CA",42673
27053026007,"Eden Prairie, MN",42673
31081969300,"Aurora, NE",42673
29159480100,"Pettis County, MO",42671
6013338204,"Walnut Creek, CA",42671
6107002304,"Tulare, CA",42669
4013422620,"Carriage Lane, Gilbert, AZ",42668
48423001602,"Tyler, TX",42666
36047101200,"Kings County, NY",42666
24021751801,"New Market, MD",42666
53033023201,"Crossroads, Bellevue, WA",42665
48303002002,"Wheelock and Monterey, Lubbock, TX",42665
48201521000,"Northwest Houston, Houston, TX",42665
26093741601,"Brighton, MI",42665
34027044900,"Dover, NJ",42663
48157671001,"Quail Valley, Missouri City, TX",42663
17031130100,"Pulaski Park, Chicago, IL",42663
29189221202,"St. Louis, MO",42663
27055020900,"Houston County, MN",42662
40137000901,"Marlow, OK",42662
6037800324,"Agoura Hills, CA",42660
4013216806,"McCormick Ranch, Scottsdale, AZ",42659
6081606000,"Central San Mateo, San Mateo, CA",42658
12086018800,"Miami, FL",42658
6071008708,"Yucaipa, CA",42657
48303001602,"Maxey Park, Lubbock, TX",42657
34025800200,"Atlantic Highlands, NJ",42656
42003141100,"Swisshelm Park, Pittsburgh, PA",42656
22033003908,"Baton Rouge, LA",42655
17043843602,"Lombard, IL",42654
25027726100,"Spencer, Spencer, MA",42654
48029131801,"Saint Hedwig, TX",42654
53077940002,"Toppenish, WA",42653
6077003114,"Brookside, Stockton, CA",42653
36069051900,"Geneva, NY",42653
48201341202,"Houston, TX",42653
19049050902,"Van Meter, IA",42652
48303000403,"Lubbock, TX",42652
53053073500,"Edgewood, WA",42651
17091010202,"Manteno, IL",42651
25001011100,"East Harwich, Harwich, MA",42651
48001950600,"Palestine, TX",42650
25027731600,"Worcester, MA",42650
48203020200,"Harleton, TX",42649
41067031904,"Bull Mountain, Tigard, OR",42649
40103957100,"Perry, OK",42649
9001045102,"Wilton, CT",42647
48085030801,"McKinney, TX",42647
40143009200,"Sand Springs, OK",42646
12086014900,"Miami, FL",42646
48141002400,"Pershing - Government Hill, El Paso, TX",42646
42101028901,"Juniata Park/ Feltonville, Philadelphia, PA",42645
38069956100,"Rugby, ND",42645
51027010600,"Oakwood, VA",42644
45083022005,"Moore, SC",42644
39095009202,"Toledo, OH",42643
56037970903,"Rock Springs, WY",42642
37183053201,"Park At West Lake, Apex, NC",42642
17043842900,"Elmhurst, IL",42641
41051001801,"Northeast Portland, Portland, OR",42640
48329000305,"Midland, TX",42639
6075031400,"Oceanview, San Francisco, CA",42638
16061940002,"Craigmont, ID",42638
55039041900,"Fond du Lac, WI",42637
17043841104,"Roselle, IL",42637
36001014608,"Westmere, NY",42637
48039662000,"West Columbia, TX",42636
49019000200,"Moab, UT",42635
6085502906,"South San Jose, San Jose, CA",42635
48259970402,"Boerne, TX",42634
27037060806,"Apple Valley, MN",42633
36103159102,"East Patchogue, NY",42632
1097006000,"Citronelle, AL",42632
39061026001,"Harrison, OH",42632
42003422000,"Pittsburgh, PA",42631
40087400102,"Blanchard, OK",42630
28121020206,"Brandon, MS",42630
26103001800,"Ishpeming, MI",42630
42107000100,"Zion Grove, PA",42629
15007040204,"Kapaa, HI",42628
20173009604,"Clearwater, KS",42627
4013422402,"Stonebridge Lakes Manor, Gilbert, AZ",42626
12086008000,"Old Cutler, Coral Gables, FL",42625
12095016704,"Orlando, FL",42625
29189210704,"St. Louis, MO",42625
19029190400,"Atlantic, IA",42622
22091951200,"Greensburg, LA",42622
17031770202,"Elk Grove Village, IL",42622
21015070314,"Florence, KY",42620
19127950200,"State Center, IA",42619
39051040500,"Delta, OH",42618
27099000600,"Austin, MN",42617
13107970400,"Swainsboro, GA",42616
48451001303,"San Angelo, TX",42615
6037920313,"Newhall, Santa Clarita, CA",42614
17031815100,"Berwyn, IL",42613
42101002400,"Bella Vista, Philadelphia, PA",42613
40085094300,"Burneyville, OK",42611
42069112200,"Dunmore, PA",42611
48201521900,"Northwest Houston, Houston, TX",42610
33017081400,"Dover, NH",42610
34005700701,"Riverside, NJ",42610
8051963700,"Gunnison, CO",42610
48051970100,"Caldwell, TX",42610
37183052601,"North Hills, Raleigh, NC",42609
22089062900,"Luling, LA",42609
39035160601,"Lakewood, OH",42609
22039950700,"Ville Platte, LA",42607
6095253300,"Dixon, CA",42606
15003006600,"Moanalua, Honolulu, HI",42605
37081016306,"High Point, NC",42604
6081602600,"Westborough, South San Francisco, CA",42604
40113940009,"Skiatook, OK",42604
39055312000,"Burton, OH",42604
42129807300,"Latrobe, PA",42603
29189211201,"Florissant, MO",42602
18089042606,"Crown Point, IN",42602
39067976000,"Cadiz, OH",42601
35007950600,"Raton, NM",42601
48157671501,"Lakeside Meadow At Brightwater, Missouri City, TX",42600
6085506604,"West San Jose, San Jose, CA",42600
13117130612,"Suwanee, GA",42600
26099227300,"Shelby charter Township, MI",42599
39035130106,"Bay Village, OH",42598
30101000200,"Shelby, MT",42596
12015020502,"Port Charlotte, FL",42596
34029732002,"Forked River, Lacey Township, NJ",42596
36063024302,"Wilson, NY",42596
36067012500,"Syracuse, NY",42595
27037060812,"Apple Valley, MN",42595
26139022900,"Zeeland, MI",42595
36005034800,"Bronx County, NY",42595
8123002102,"Johnstown, CO",42594
42029308101,"Oxford, PA",42594
21019031001,"Ashland, KY",42593
40131050601,"Claremore, OK",42593
48355003203,"South Side, Corpus Christi, TX",42592
51061930401,"Nokesville, VA",42592
8069001109,"Fort Collins, CO",42592
28049000200,"Jackson, MS",42588
48201350700,"Wedgewood Village, Friendswood, TX",42588
48253020500,"Hawley, TX",42588
49057211201,"Ogden, UT",42587
36027180001,"Lagrangeville, NY",42586
18105001102,"Bloomington, IN",42586
42091206300,"Collegeville, PA",42586
36119012900,"Mount Kisco, NY",42585
33011000101,"North End, Manchester, NH",42585
39057210300,"Dayton, OH",42584
6019004405,"Fresno, CA",42584
18097320901,"Washington Township, Indianapolis, IN",42583
17031820103,"La Grange, IL",42582
17091010602,"Bourbonnais, IL",42582
36103112002,"Huntington Station, NY",42582
27053003800,"Marcy-Holmes, Minneapolis, MN",42581
51820003500,"Waynesboro, VA",42580
6065042208,"Canyon Crest, Riverside, CA",42579
17167001001,"Springfield, IL",42579
40143007625,"Tulsa, OK",42578
42045407102,"Media, PA",42578
48121021624,"Northwest Carrollton, Carrollton, TX",42578
48041001601,"College Station, TX",42577
36103158511,"Centereach, NY",42577
36029009502,"Buffalo, NY",42576
18057111007,"Carmel, IN",42576
24005440600,"Rosedale, MD",42575
53033025500,"Renton, WA",42574
29189220703,"Sappington, MO",42574
42017103700,"Ottsville, PA",42574
28121020208,"Brandon, MS",42574
6037139402,"Tarzana, Los Angeles, CA",42573
39035123603,"Kamm's Corners, Cleveland, OH",42573
55059001400,"Kenosha, WI",42573
36029014702,"Clarence, NY",42573
17031816100,"Forest Park, IL",42573
51510201000,"North Ridge, Alexandria, VA",42572
42003473402,"Mount Lebanon, PA",42571
4013611900,"Deer Valley, Phoenix, AZ",42571
39035173107,"Middleburg Heights, OH",42571
42095017703,"Bethlehem, PA",42571
42045404003,"Clifton Heights, PA",42571
36119010801,"Hartsdale, NY",42570
51019030101,"Lynchburg, VA",42569
42003516100,"Pittsburgh, PA",42568
40027201404,"Norman, OK",42566
8123002300,"Ault, CO",42566
42133023302,"Red Lion, PA",42565
24033800800,"Upper Marlboro, MD",42565
6081604000,"San Bruno, CA",42565
4013815200,"Ashley Heights, Gilbert, AZ",42563
37031970604,"Morehead City, NC",42562
9001073400,"North Bridgeport, Bridgeport, CT",42562
42069102100,"Scranton, PA",42561
21111010001,"Louisville, KY",42561
32003005108,"Gibson Springs, Henderson, NV",42561
6085511704,"Los Altos Hills, CA",42561
42041010203,"Camp Hill, PA",42561
46099010300,"Hartford, SD",42560
12115000404,"Glen Oaks, Sarasota, FL",42560
18157010500,"West Lafayette, IN",42559
51041100931,"Richmond, VA",42559
29041470100,"Rothville, MO",42558
39035123400,"Kamm's Corners, Cleveland, OH",42558
22013970400,"Castor, LA",42558
25027709400,"Leominster, MA",42556
23015976200,"Boothbay Harbor, ME",42556
25009211401,"Danvers, MA",42556
12087971001,"Key Largo, FL",42556
42133021711,"Spring Grove, PA",42555
8005081300,"Willow Park, Aurora, CO",42555
25015821000,"South Hadley, MA",42555
48451000801,"San Angelo, TX",42555
48491020404,"Anderson Mill, Austin, TX",42555
24005492600,"Parkville, MD",42555
17043845510,"Westmont, IL",42554
39049007830,"Fifth by Northwest, Columbus, OH",42553
13113140403,"Fayetteville, GA",42553
17031804000,"Rolling Meadows, IL",42553
